video,category,pose_sequence,subset
pose_data/train/tricep Pushdown/aa046c60-66b8-4b44-996b-a51f314d5b2b.npy,tricep Pushdown,aa046c60-66b8-4b44-996b-a51f314d5b2b.npy,train
pose_data/train/tricep Pushdown/c419840e-4329-4edb-8139-dc0f67d0686e.npy,tricep Pushdown,c419840e-4329-4edb-8139-dc0f67d0686e.npy,train
pose_data/train/tricep Pushdown/4e9fdacb-f4fa-476b-82e3-712f5cae7766.npy,tricep Pushdown,4e9fdacb-f4fa-476b-82e3-712f5cae7766.npy,train
pose_data/train/tricep Pushdown/4d938f17-134b-4c99-bf3d-f4f485dd4404.npy,tricep Pushdown,4d938f17-134b-4c99-bf3d-f4f485dd4404.npy,train
pose_data/train/tricep Pushdown/a5cc5b59-c308-4f4e-a2d0-1915ad1212e7.npy,tricep Pushdown,a5cc5b59-c308-4f4e-a2d0-1915ad1212e7.npy,train
pose_data/train/tricep Pushdown/e105af1f-1ac8-4191-a25d-87696879a952.npy,tricep Pushdown,e105af1f-1ac8-4191-a25d-87696879a952.npy,train
pose_data/train/tricep Pushdown/219cb752-b5e1-44ce-9461-0b99315555d7.npy,tricep Pushdown,219cb752-b5e1-44ce-9461-0b99315555d7.npy,train
pose_data/train/tricep Pushdown/b526832d-5a20-481d-9296-7e54dce42cdb.npy,tricep Pushdown,b526832d-5a20-481d-9296-7e54dce42cdb.npy,train
pose_data/train/tricep Pushdown/87a8c40a-1611-407a-a4dd-99d636687d88.npy,tricep Pushdown,87a8c40a-1611-407a-a4dd-99d636687d88.npy,train
pose_data/train/tricep Pushdown/05ddbbda-488a-4dba-96a4-19754a94cea6.npy,tricep Pushdown,05ddbbda-488a-4dba-96a4-19754a94cea6.npy,train
pose_data/train/tricep Pushdown/1b1fd7fa-223c-4ea8-a7f4-e7ddb215c86a.npy,tricep Pushdown,1b1fd7fa-223c-4ea8-a7f4-e7ddb215c86a.npy,train
pose_data/train/tricep Pushdown/666c7cc7-38ac-4314-baa4-ef7561304d8a.npy,tricep Pushdown,666c7cc7-38ac-4314-baa4-ef7561304d8a.npy,train
pose_data/train/tricep Pushdown/5f5bed4a-01bf-4cb0-aaa8-e8a104a2e262.npy,tricep Pushdown,5f5bed4a-01bf-4cb0-aaa8-e8a104a2e262.npy,train
pose_data/train/tricep Pushdown/a9d4310d-92df-49d3-b0a9-dbb025e05e54.npy,tricep Pushdown,a9d4310d-92df-49d3-b0a9-dbb025e05e54.npy,train
pose_data/train/tricep Pushdown/710a183b-a4b9-4f38-a50e-0cb2f03f5e0c.npy,tricep Pushdown,710a183b-a4b9-4f38-a50e-0cb2f03f5e0c.npy,train
pose_data/train/tricep Pushdown/f712386e-5705-4e69-b4ab-95833ef4f311.npy,tricep Pushdown,f712386e-5705-4e69-b4ab-95833ef4f311.npy,train
pose_data/train/tricep Pushdown/63153145-fdcc-41ac-bfd4-a99038aad1c7.npy,tricep Pushdown,63153145-fdcc-41ac-bfd4-a99038aad1c7.npy,train
pose_data/train/tricep Pushdown/9bed5f98-a09d-4959-98ac-d9fe789b3654.npy,tricep Pushdown,9bed5f98-a09d-4959-98ac-d9fe789b3654.npy,train
pose_data/train/tricep Pushdown/c213c544-eafc-4d7b-b9d8-033a73b00a05.npy,tricep Pushdown,c213c544-eafc-4d7b-b9d8-033a73b00a05.npy,train
pose_data/train/tricep Pushdown/0d9e3cd5-ecaf-4516-bdc0-158548d36506.npy,tricep Pushdown,0d9e3cd5-ecaf-4516-bdc0-158548d36506.npy,train
pose_data/train/tricep Pushdown/38329210-40c8-45af-a1d1-2b478a3fbf78.npy,tricep Pushdown,38329210-40c8-45af-a1d1-2b478a3fbf78.npy,train
pose_data/train/tricep Pushdown/02084831-352f-4500-86aa-89f9cadd84a9.npy,tricep Pushdown,02084831-352f-4500-86aa-89f9cadd84a9.npy,train
pose_data/train/tricep Pushdown/90a15296-2c12-40b4-a65f-ef7f6f63dea0.npy,tricep Pushdown,90a15296-2c12-40b4-a65f-ef7f6f63dea0.npy,train
pose_data/train/squat/152cec7f-2e2f-484c-bdc2-a58e03e381ea.npy,squat,152cec7f-2e2f-484c-bdc2-a58e03e381ea.npy,train
pose_data/train/squat/c11e517e-13fc-44aa-8bab-deaef4c97ace.npy,squat,c11e517e-13fc-44aa-8bab-deaef4c97ace.npy,train
pose_data/train/squat/5aa83733-033b-4e53-8332-17a2bfaee7f9.npy,squat,5aa83733-033b-4e53-8332-17a2bfaee7f9.npy,train
pose_data/train/squat/2a516b63-bccf-490e-807a-e6102303381f.npy,squat,2a516b63-bccf-490e-807a-e6102303381f.npy,train
pose_data/train/squat/caac8484-34b4-4b4f-a8e8-bb4f1ab45d82.npy,squat,caac8484-34b4-4b4f-a8e8-bb4f1ab45d82.npy,train
pose_data/train/squat/8e308f5b-a064-4277-902e-a217094e4f0a.npy,squat,8e308f5b-a064-4277-902e-a217094e4f0a.npy,train
pose_data/train/squat/fecbdbfa-a237-47d9-b758-e0bf196d098a.npy,squat,fecbdbfa-a237-47d9-b758-e0bf196d098a.npy,train
pose_data/train/squat/c7fc1fc3-a7b8-46bc-859f-79c8a487d6a2.npy,squat,c7fc1fc3-a7b8-46bc-859f-79c8a487d6a2.npy,train
pose_data/train/squat/980221e4-fec4-423b-b526-3476eb110eb5.npy,squat,980221e4-fec4-423b-b526-3476eb110eb5.npy,train
pose_data/train/squat/ea1f5064-cfc7-4048-af0c-83d7f2d64525.npy,squat,ea1f5064-cfc7-4048-af0c-83d7f2d64525.npy,train
pose_data/train/squat/b7ecf652-7d37-4843-98ef-17b8df0f64b2.npy,squat,b7ecf652-7d37-4843-98ef-17b8df0f64b2.npy,train
pose_data/train/squat/385c01f2-e604-46d4-a84b-949b733395dd.npy,squat,385c01f2-e604-46d4-a84b-949b733395dd.npy,train
pose_data/train/squat/de18b7a9-0ec9-4bf4-9f82-3bf03c171016.npy,squat,de18b7a9-0ec9-4bf4-9f82-3bf03c171016.npy,train
pose_data/train/squat/5010860f-ef14-49ee-baaa-222e310f34ab.npy,squat,5010860f-ef14-49ee-baaa-222e310f34ab.npy,train
pose_data/train/squat/ffe9d2d8-4bd8-460d-be63-9dcabab30b10.npy,squat,ffe9d2d8-4bd8-460d-be63-9dcabab30b10.npy,train
pose_data/train/squat/43f0078a-3207-44a3-8bab-bcc2905c5d23.npy,squat,43f0078a-3207-44a3-8bab-bcc2905c5d23.npy,train
pose_data/train/squat/897f5a21-f1a1-477e-aa8b-11b7ee9378d2.npy,squat,897f5a21-f1a1-477e-aa8b-11b7ee9378d2.npy,train
pose_data/train/squat/70cb840f-2626-4c5e-b530-f1142de94195.npy,squat,70cb840f-2626-4c5e-b530-f1142de94195.npy,train
pose_data/train/squat/b672f03b-1505-4bef-baf6-263a7cb4ac16.npy,squat,b672f03b-1505-4bef-baf6-263a7cb4ac16.npy,train
pose_data/train/squat/b01ed5f5-ae94-4f8e-b097-52c3da44ee04.npy,squat,b01ed5f5-ae94-4f8e-b097-52c3da44ee04.npy,train
pose_data/train/squat/d3e48e1f-1531-48bd-9a06-7b5b018c47fa.npy,squat,d3e48e1f-1531-48bd-9a06-7b5b018c47fa.npy,train
pose_data/train/squat/4ee6a025-2d7d-4885-ad24-22211c1c4477.npy,squat,4ee6a025-2d7d-4885-ad24-22211c1c4477.npy,train
pose_data/train/squat/4cd1af6b-3188-4402-b21b-9aba70e05c31.npy,squat,4cd1af6b-3188-4402-b21b-9aba70e05c31.npy,train
pose_data/train/squat/02ab9b9c-3340-4d1b-b391-706c6bc5d27c.npy,squat,02ab9b9c-3340-4d1b-b391-706c6bc5d27c.npy,train
pose_data/train/squat/3aba1cec-4663-4458-b924-81eb84e36c89.npy,squat,3aba1cec-4663-4458-b924-81eb84e36c89.npy,train
pose_data/train/squat/313255a7-7c6a-4bba-acc3-8a0e3f74902b.npy,squat,313255a7-7c6a-4bba-acc3-8a0e3f74902b.npy,train
pose_data/train/squat/02e89a5c-70ce-43bc-af8b-7026813fe79b.npy,squat,02e89a5c-70ce-43bc-af8b-7026813fe79b.npy,train
pose_data/train/squat/010470ae-997d-4dec-ac14-0eb862466491.npy,squat,010470ae-997d-4dec-ac14-0eb862466491.npy,train
pose_data/train/squat/46018e2d-f905-4883-b72f-41082c0d4929.npy,squat,46018e2d-f905-4883-b72f-41082c0d4929.npy,train
pose_data/train/squat/cfa8bf68-b807-4189-9ef0-744ad39d0ee8.npy,squat,cfa8bf68-b807-4189-9ef0-744ad39d0ee8.npy,train
pose_data/train/squat/c9515cd5-061e-40de-89a7-838ff45fb225.npy,squat,c9515cd5-061e-40de-89a7-838ff45fb225.npy,train
pose_data/train/squat/6dddd176-2460-48cf-bd01-3eaaa0dc754f.npy,squat,6dddd176-2460-48cf-bd01-3eaaa0dc754f.npy,train
pose_data/train/squat/0fa6a997-9eed-4313-b8ae-51376556eda3.npy,squat,0fa6a997-9eed-4313-b8ae-51376556eda3.npy,train
pose_data/train/squat/38121baf-dd42-43e6-a5f4-15c9c3fd08b3.npy,squat,38121baf-dd42-43e6-a5f4-15c9c3fd08b3.npy,train
pose_data/train/squat/23b51474-f881-4edc-aeea-54b9101465d3.npy,squat,23b51474-f881-4edc-aeea-54b9101465d3.npy,train
pose_data/train/squat/c569697f-f000-487c-a0e4-5c24f14ffa2d.npy,squat,c569697f-f000-487c-a0e4-5c24f14ffa2d.npy,train
pose_data/train/squat/1d7ece27-665d-4bc9-bfd7-443ef55e463c.npy,squat,1d7ece27-665d-4bc9-bfd7-443ef55e463c.npy,train
pose_data/train/squat/4bed318c-1063-443d-a9a8-35133e5bdb71.npy,squat,4bed318c-1063-443d-a9a8-35133e5bdb71.npy,train
pose_data/train/squat/2826a149-712b-4a68-80bc-ed0213539b7e.npy,squat,2826a149-712b-4a68-80bc-ed0213539b7e.npy,train
pose_data/train/squat/5d84b4fb-71d0-4e85-babf-8001504cfb81.npy,squat,5d84b4fb-71d0-4e85-babf-8001504cfb81.npy,train
pose_data/train/squat/dc6f79f3-7dd6-4398-b70b-e46a09528030.npy,squat,dc6f79f3-7dd6-4398-b70b-e46a09528030.npy,train
pose_data/train/squat/a8334ce7-3472-4097-a8bd-07f8c33ae001.npy,squat,a8334ce7-3472-4097-a8bd-07f8c33ae001.npy,train
pose_data/train/squat/fb4234a7-cc47-482f-bdf4-8dc48f6c8ec8.npy,squat,fb4234a7-cc47-482f-bdf4-8dc48f6c8ec8.npy,train
pose_data/train/squat/51595044-8a41-46cb-9915-e2e970cc0570.npy,squat,51595044-8a41-46cb-9915-e2e970cc0570.npy,train
pose_data/train/squat/88ebea7d-25ee-4471-8cd8-7695ed4d1ba6.npy,squat,88ebea7d-25ee-4471-8cd8-7695ed4d1ba6.npy,train
pose_data/train/squat/29d8804e-dfc4-4961-ba6e-4168704c28b8.npy,squat,29d8804e-dfc4-4961-ba6e-4168704c28b8.npy,train
pose_data/train/squat/898a4c8e-fb38-43cb-a163-889eb0739f05.npy,squat,898a4c8e-fb38-43cb-a163-889eb0739f05.npy,train
pose_data/train/squat/1e2c254b-0d5a-4fd6-a6d4-2681333d927b.npy,squat,1e2c254b-0d5a-4fd6-a6d4-2681333d927b.npy,train
pose_data/train/squat/8bd85f6b-1ab8-4b99-98fd-c5cde884674b.npy,squat,8bd85f6b-1ab8-4b99-98fd-c5cde884674b.npy,train
pose_data/train/squat/58fbf1d4-a165-43ba-a848-c7986373767e.npy,squat,58fbf1d4-a165-43ba-a848-c7986373767e.npy,train
pose_data/train/squat/a6adb0b9-898d-4f52-9ed1-39d480fa8db3.npy,squat,a6adb0b9-898d-4f52-9ed1-39d480fa8db3.npy,train
pose_data/train/squat/ca2ce3db-c5e4-462b-83d6-4df4acb39472.npy,squat,ca2ce3db-c5e4-462b-83d6-4df4acb39472.npy,train
pose_data/train/squat/28ca66f7-5ced-4e60-8f47-50152302439e.npy,squat,28ca66f7-5ced-4e60-8f47-50152302439e.npy,train
pose_data/train/squat/d0fcf8cf-f202-4fbe-8c9e-721d0b31d803.npy,squat,d0fcf8cf-f202-4fbe-8c9e-721d0b31d803.npy,train
pose_data/train/squat/5f7fed37-8450-4c8c-8a8c-29a82fc64476.npy,squat,5f7fed37-8450-4c8c-8a8c-29a82fc64476.npy,train
pose_data/train/squat/6eb155bd-81a2-4849-adfa-d4aa296392f5.npy,squat,6eb155bd-81a2-4849-adfa-d4aa296392f5.npy,train
pose_data/train/squat/86d985bd-9274-4d20-978b-6f8ab25c5005.npy,squat,86d985bd-9274-4d20-978b-6f8ab25c5005.npy,train
pose_data/train/squat/7ddd38c8-0649-4092-8ddc-5ce2ba0bd4d1.npy,squat,7ddd38c8-0649-4092-8ddc-5ce2ba0bd4d1.npy,train
pose_data/train/squat/f62d09cb-aadd-4417-865a-4dcd44103496.npy,squat,f62d09cb-aadd-4417-865a-4dcd44103496.npy,train
pose_data/train/squat/b4a1baa9-f386-46a7-95f5-ee55414164c5.npy,squat,b4a1baa9-f386-46a7-95f5-ee55414164c5.npy,train
pose_data/train/squat/eb9109c5-9623-4dc7-b0c9-a4b889c0b1b4.npy,squat,eb9109c5-9623-4dc7-b0c9-a4b889c0b1b4.npy,train
pose_data/train/squat/53f8129a-7280-46ce-be3f-d7812c7874a5.npy,squat,53f8129a-7280-46ce-be3f-d7812c7874a5.npy,train
pose_data/train/squat/451a414e-6735-411f-a7e8-13905cc7609c.npy,squat,451a414e-6735-411f-a7e8-13905cc7609c.npy,train
pose_data/train/squat/2df1d9bc-0945-439f-a27c-8ab0d25b127c.npy,squat,2df1d9bc-0945-439f-a27c-8ab0d25b127c.npy,train
pose_data/train/squat/9d3ca92d-9a3e-4902-a876-ea6982545eba.npy,squat,9d3ca92d-9a3e-4902-a876-ea6982545eba.npy,train
pose_data/train/squat/ed572c9b-ca11-4d01-baed-bea0e631179e.npy,squat,ed572c9b-ca11-4d01-baed-bea0e631179e.npy,train
pose_data/train/squat/7a483ceb-a276-4cf2-b09c-1895a0695190.npy,squat,7a483ceb-a276-4cf2-b09c-1895a0695190.npy,train
pose_data/train/squat/8f25a348-6597-443e-acc3-9326606654bb.npy,squat,8f25a348-6597-443e-acc3-9326606654bb.npy,train
pose_data/train/squat/823a1db4-de50-4f46-a009-d167a83ac71d.npy,squat,823a1db4-de50-4f46-a009-d167a83ac71d.npy,train
pose_data/train/push-up/72ff63d4-cc00-43d2-9219-97ec76cadfb0.npy,push-up,72ff63d4-cc00-43d2-9219-97ec76cadfb0.npy,train
pose_data/train/push-up/2a36e094-8d96-4b02-bc21-136aabba3c39.npy,push-up,2a36e094-8d96-4b02-bc21-136aabba3c39.npy,train
pose_data/train/push-up/42998ce3-de23-4757-a65f-4544fe66c7ba.npy,push-up,42998ce3-de23-4757-a65f-4544fe66c7ba.npy,train
pose_data/train/push-up/72ecfdcf-db3e-485d-b349-b56d36b15f73.npy,push-up,72ecfdcf-db3e-485d-b349-b56d36b15f73.npy,train
pose_data/train/push-up/92bc838a-9207-4798-9abe-1490f6c2ea6a.npy,push-up,92bc838a-9207-4798-9abe-1490f6c2ea6a.npy,train
pose_data/train/push-up/df263b8f-5484-455d-a7e0-693c4bea229e.npy,push-up,df263b8f-5484-455d-a7e0-693c4bea229e.npy,train
pose_data/train/push-up/f1e288d5-7245-4bda-97cc-52b254aac505.npy,push-up,f1e288d5-7245-4bda-97cc-52b254aac505.npy,train
pose_data/train/push-up/eba10589-6da6-4a6a-adec-cfaa92807daf.npy,push-up,eba10589-6da6-4a6a-adec-cfaa92807daf.npy,train
pose_data/train/push-up/93666b29-5ef0-487d-9879-a34d1859b7b3.npy,push-up,93666b29-5ef0-487d-9879-a34d1859b7b3.npy,train
pose_data/train/push-up/44bb833e-d80e-4f7b-b804-ad297a0d5dc7.npy,push-up,44bb833e-d80e-4f7b-b804-ad297a0d5dc7.npy,train
pose_data/train/push-up/b0369dea-601c-4c11-a7bb-dc2f54f3bf4e.npy,push-up,b0369dea-601c-4c11-a7bb-dc2f54f3bf4e.npy,train
pose_data/train/push-up/d12f42f4-75d6-4d8d-8bf3-3032abd44cf5.npy,push-up,d12f42f4-75d6-4d8d-8bf3-3032abd44cf5.npy,train
pose_data/train/push-up/6b5cf904-cf20-4639-bcef-d4a69399bdee.npy,push-up,6b5cf904-cf20-4639-bcef-d4a69399bdee.npy,train
pose_data/train/push-up/d7572bc8-8f66-41b7-90d4-445687d047f2.npy,push-up,d7572bc8-8f66-41b7-90d4-445687d047f2.npy,train
pose_data/train/push-up/b6ce59c6-9c06-4e45-b3a6-c69b197c0576.npy,push-up,b6ce59c6-9c06-4e45-b3a6-c69b197c0576.npy,train
pose_data/train/push-up/10cad66c-a298-4de5-ac55-16ff825f8101.npy,push-up,10cad66c-a298-4de5-ac55-16ff825f8101.npy,train
pose_data/train/push-up/98bc87d5-aba8-4a61-b887-6e7af8b38e5d.npy,push-up,98bc87d5-aba8-4a61-b887-6e7af8b38e5d.npy,train
pose_data/train/push-up/a31bfef9-b3ea-4fb9-8541-572fa62f15bb.npy,push-up,a31bfef9-b3ea-4fb9-8541-572fa62f15bb.npy,train
pose_data/train/push-up/57f76c55-838a-4184-9ad0-effced296b5c.npy,push-up,57f76c55-838a-4184-9ad0-effced296b5c.npy,train
pose_data/train/push-up/73449d37-84f9-49b4-9717-fc0462896a86.npy,push-up,73449d37-84f9-49b4-9717-fc0462896a86.npy,train
pose_data/train/push-up/bd025d7f-0817-4b71-b03a-be6876df2e37.npy,push-up,bd025d7f-0817-4b71-b03a-be6876df2e37.npy,train
pose_data/train/push-up/af1ee5e6-7e0b-4806-be91-d8a8f324ead4.npy,push-up,af1ee5e6-7e0b-4806-be91-d8a8f324ead4.npy,train
pose_data/train/push-up/26374469-12d0-4e3d-81a2-0ff46534115b.npy,push-up,26374469-12d0-4e3d-81a2-0ff46534115b.npy,train
pose_data/train/push-up/a990101f-2e3d-4702-af95-6d477b4f0c32.npy,push-up,a990101f-2e3d-4702-af95-6d477b4f0c32.npy,train
pose_data/train/push-up/9031afd6-154f-4b2c-82aa-5f6333065f36.npy,push-up,9031afd6-154f-4b2c-82aa-5f6333065f36.npy,train
pose_data/train/push-up/34456f4a-74f5-4a73-8556-8e25f7a56849.npy,push-up,34456f4a-74f5-4a73-8556-8e25f7a56849.npy,train
pose_data/train/push-up/f61ae2a7-8b45-47eb-ad0a-305cf06853a0.npy,push-up,f61ae2a7-8b45-47eb-ad0a-305cf06853a0.npy,train
pose_data/train/push-up/acbfa8df-b75a-488f-8d86-8fbb626961ea.npy,push-up,acbfa8df-b75a-488f-8d86-8fbb626961ea.npy,train
pose_data/train/push-up/1826a515-5f2a-4a0c-80bc-6721e64a5e84.npy,push-up,1826a515-5f2a-4a0c-80bc-6721e64a5e84.npy,train
pose_data/train/push-up/ff62b863-037c-429c-9cc0-3235ebd9ca79.npy,push-up,ff62b863-037c-429c-9cc0-3235ebd9ca79.npy,train
pose_data/train/push-up/9f9e2538-3096-4447-a8b8-2ebad046f578.npy,push-up,9f9e2538-3096-4447-a8b8-2ebad046f578.npy,train
pose_data/train/push-up/ddcc801f-0a11-446e-bb9a-196b57a36eb6.npy,push-up,ddcc801f-0a11-446e-bb9a-196b57a36eb6.npy,train
pose_data/train/push-up/8498a15e-92a2-455d-ae8c-a188842a455c.npy,push-up,8498a15e-92a2-455d-ae8c-a188842a455c.npy,train
pose_data/train/push-up/bd26f1c8-271f-45d2-a877-0deaa4f6e6f2.npy,push-up,bd26f1c8-271f-45d2-a877-0deaa4f6e6f2.npy,train
pose_data/train/push-up/929ecf92-a01b-4bb3-85b3-565891885bce.npy,push-up,929ecf92-a01b-4bb3-85b3-565891885bce.npy,train
pose_data/train/push-up/63042b50-d561-4c73-98d2-266cd2703d94.npy,push-up,63042b50-d561-4c73-98d2-266cd2703d94.npy,train
pose_data/train/push-up/750fe302-39be-4df5-9069-cbe19778c278.npy,push-up,750fe302-39be-4df5-9069-cbe19778c278.npy,train
pose_data/train/push-up/6e4f0e04-4dbd-476c-9884-a476bd7a2c33.npy,push-up,6e4f0e04-4dbd-476c-9884-a476bd7a2c33.npy,train
pose_data/train/push-up/c31d5964-bfc6-4000-896c-e896d83d351d.npy,push-up,c31d5964-bfc6-4000-896c-e896d83d351d.npy,train
pose_data/train/push-up/10f9c4d0-bff8-4a97-a6a0-a8ac9c388fcf.npy,push-up,10f9c4d0-bff8-4a97-a6a0-a8ac9c388fcf.npy,train
pose_data/train/push-up/84c726e4-874b-4032-b053-a700089bd31b.npy,push-up,84c726e4-874b-4032-b053-a700089bd31b.npy,train
pose_data/train/push-up/e81772a6-f893-4b2b-aa5d-da8fa154b8ba.npy,push-up,e81772a6-f893-4b2b-aa5d-da8fa154b8ba.npy,train
pose_data/train/push-up/0b78db8e-3c32-4248-bbff-b483f9d910d3.npy,push-up,0b78db8e-3c32-4248-bbff-b483f9d910d3.npy,train
pose_data/train/push-up/64f7ef6d-5a82-48e1-b75f-cca64f151315.npy,push-up,64f7ef6d-5a82-48e1-b75f-cca64f151315.npy,train
pose_data/train/push-up/17fce5a0-a9a1-400b-b6bb-a3f7b93df269.npy,push-up,17fce5a0-a9a1-400b-b6bb-a3f7b93df269.npy,train
pose_data/train/push-up/942a7a2f-589d-4489-8e2a-e63799c96104.npy,push-up,942a7a2f-589d-4489-8e2a-e63799c96104.npy,train
pose_data/train/push-up/a7ea6f21-cafb-42e9-b682-501ac898a94a.npy,push-up,a7ea6f21-cafb-42e9-b682-501ac898a94a.npy,train
pose_data/train/push-up/5b596f14-2afd-45c1-a79b-f5b61bf050a7.npy,push-up,5b596f14-2afd-45c1-a79b-f5b61bf050a7.npy,train
pose_data/train/push-up/ddbcb5c7-c486-4e83-9897-4479cce20c85.npy,push-up,ddbcb5c7-c486-4e83-9897-4479cce20c85.npy,train
pose_data/train/push-up/c49d287e-b67b-4d5b-b04e-7bf1eb41d538.npy,push-up,c49d287e-b67b-4d5b-b04e-7bf1eb41d538.npy,train
pose_data/train/push-up/08d525ad-202f-4349-ad75-c507b98bd22f.npy,push-up,08d525ad-202f-4349-ad75-c507b98bd22f.npy,train
pose_data/train/push-up/ea6eadd2-3157-431c-a5a1-2a61ca41b751.npy,push-up,ea6eadd2-3157-431c-a5a1-2a61ca41b751.npy,train
pose_data/train/push-up/ea5c161d-af3f-4092-8201-7629bf2c50ec.npy,push-up,ea5c161d-af3f-4092-8201-7629bf2c50ec.npy,train
pose_data/train/push-up/f4375ddd-ac17-4c92-913f-74f4b7309f98.npy,push-up,f4375ddd-ac17-4c92-913f-74f4b7309f98.npy,train
pose_data/train/push-up/5e507b14-eaeb-4b1a-9ff0-3de5883d0d22.npy,push-up,5e507b14-eaeb-4b1a-9ff0-3de5883d0d22.npy,train
pose_data/train/push-up/afbc948a-bd40-498c-a6a4-ea9548a2aca2.npy,push-up,afbc948a-bd40-498c-a6a4-ea9548a2aca2.npy,train
pose_data/train/push-up/2108da57-6e90-40e1-ae1a-739f7752c273.npy,push-up,2108da57-6e90-40e1-ae1a-739f7752c273.npy,train
pose_data/train/push-up/1629286c-2006-4033-b467-82c8f583e80e.npy,push-up,1629286c-2006-4033-b467-82c8f583e80e.npy,train
pose_data/train/push-up/f5644403-f2b8-4594-b2c6-6649815f9de2.npy,push-up,f5644403-f2b8-4594-b2c6-6649815f9de2.npy,train
pose_data/train/push-up/2a54167d-a281-4825-8de2-826ae6a8c608.npy,push-up,2a54167d-a281-4825-8de2-826ae6a8c608.npy,train
pose_data/train/push-up/53f39e2a-4ca3-45d1-af84-6ddfde7ff818.npy,push-up,53f39e2a-4ca3-45d1-af84-6ddfde7ff818.npy,train
pose_data/train/push-up/50a78028-7b99-40b6-8080-29ea8756a58a.npy,push-up,50a78028-7b99-40b6-8080-29ea8756a58a.npy,train
pose_data/train/push-up/02dd7b9d-c7fe-41b8-993a-e250b07a5ceb.npy,push-up,02dd7b9d-c7fe-41b8-993a-e250b07a5ceb.npy,train
pose_data/train/push-up/275216cf-788c-4ab3-a219-462cc7734296.npy,push-up,275216cf-788c-4ab3-a219-462cc7734296.npy,train
pose_data/train/push-up/03dc159f-52c7-423d-8515-ced72e1ea74a.npy,push-up,03dc159f-52c7-423d-8515-ced72e1ea74a.npy,train
pose_data/train/push-up/1027d61d-45ed-4a3e-88cb-e02046d4a050.npy,push-up,1027d61d-45ed-4a3e-88cb-e02046d4a050.npy,train
pose_data/train/tricep dips/6fe818bb-a82b-4d1c-a6da-c2181b949049.npy,tricep dips,6fe818bb-a82b-4d1c-a6da-c2181b949049.npy,train
pose_data/train/tricep dips/e8ce31da-9eeb-45ea-a64f-9c76ebb36a0f.npy,tricep dips,e8ce31da-9eeb-45ea-a64f-9c76ebb36a0f.npy,train
pose_data/train/tricep dips/d8e15333-d538-42f2-8452-a1d241d2c08a.npy,tricep dips,d8e15333-d538-42f2-8452-a1d241d2c08a.npy,train
pose_data/train/tricep dips/ce5a1894-e204-4a88-905b-9f662f119356.npy,tricep dips,ce5a1894-e204-4a88-905b-9f662f119356.npy,train
pose_data/train/tricep dips/a9c4c971-df12-4fec-9ccf-4ff833d75355.npy,tricep dips,a9c4c971-df12-4fec-9ccf-4ff833d75355.npy,train
pose_data/train/tricep dips/a5edbe0a-efef-4e31-8b30-a53ae1684078.npy,tricep dips,a5edbe0a-efef-4e31-8b30-a53ae1684078.npy,train
pose_data/train/tricep dips/2da56112-3e93-4dae-a210-24cb029df0e1.npy,tricep dips,2da56112-3e93-4dae-a210-24cb029df0e1.npy,train
pose_data/train/tricep dips/4745cd37-b98f-4965-a34d-bda76a65d74c.npy,tricep dips,4745cd37-b98f-4965-a34d-bda76a65d74c.npy,train
pose_data/train/tricep dips/7db96857-980c-42e1-ab9f-77ca516496b6.npy,tricep dips,7db96857-980c-42e1-ab9f-77ca516496b6.npy,train
pose_data/train/tricep dips/e599bc6e-861a-4274-92ba-f151d2feef99.npy,tricep dips,e599bc6e-861a-4274-92ba-f151d2feef99.npy,train
pose_data/train/tricep dips/21662129-1591-4949-ac59-5bfefa221db6.npy,tricep dips,21662129-1591-4949-ac59-5bfefa221db6.npy,train
pose_data/train/tricep dips/e36c949e-2fa4-4de9-9e67-e4b2fb235df4.npy,tricep dips,e36c949e-2fa4-4de9-9e67-e4b2fb235df4.npy,train
pose_data/train/tricep dips/5e7cdd30-4d33-4388-9cfb-0289d62bb812.npy,tricep dips,5e7cdd30-4d33-4388-9cfb-0289d62bb812.npy,train
pose_data/train/tricep dips/23524846-05ec-4581-b5ca-7996ff8630aa.npy,tricep dips,23524846-05ec-4581-b5ca-7996ff8630aa.npy,train
pose_data/train/tricep dips/eeb26a28-c499-4d32-a575-23ad0fb5195c.npy,tricep dips,eeb26a28-c499-4d32-a575-23ad0fb5195c.npy,train
pose_data/train/tricep dips/b274a21f-7331-41e4-bcf6-a1fc9dc701a4.npy,tricep dips,b274a21f-7331-41e4-bcf6-a1fc9dc701a4.npy,train
pose_data/train/tricep dips/af3a8b12-5286-4c70-9d1e-560d15d78f0c.npy,tricep dips,af3a8b12-5286-4c70-9d1e-560d15d78f0c.npy,train
pose_data/train/tricep dips/90d7c38a-f3ed-4cd7-b88e-9bbac70dec19.npy,tricep dips,90d7c38a-f3ed-4cd7-b88e-9bbac70dec19.npy,train
pose_data/train/tricep dips/f8f66c87-2b99-4eee-aa77-baac23fea14c.npy,tricep dips,f8f66c87-2b99-4eee-aa77-baac23fea14c.npy,train
pose_data/train/tricep dips/b9dd3a77-12ac-4c38-82af-358a607c30a3.npy,tricep dips,b9dd3a77-12ac-4c38-82af-358a607c30a3.npy,train
pose_data/train/tricep dips/79c96dce-e5d8-477a-bfee-cf07a6821812.npy,tricep dips,79c96dce-e5d8-477a-bfee-cf07a6821812.npy,train
